Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years
REG100971,02-01-2021,2021,Kerala,Kochi (KL-07),2W,Moped,KTM,EV,BS6,0,2,3
REG100972,06-09-2022,2022,Maharashtra,Nagpur (MH-31),LCV,Light Bus,Ashok Leyland,CNG,BS6,0,15,2
REG100973,10-04-2021,2021,Punjab,Chandigarh (CH-01),2W,Scooter,Honda,CNG,BS6,125,2,3
REG100974,11-12-2023,2023,Telangana,Khammam (TS-07),4W,Hatchback,Tata Motors,Diesel,BS6,0,8,1
REG100975,28-03-2020,2020,Tamil Nadu,Salem (TN-30),HCV,Tanker,MAN,Diesel,BS6,3760,1,4
REG100976,12-05-2021,2021,Uttar Pradesh,Lucknow (UP-32),2W,Scooter,Suzuki,Hybrid,BS6,350,2,3
REG100977,22-10-2021,2021,Madhya Pradesh,Bhopal (MP-04),4W,MUV,Hyundai,EV,BS6,0,7,3
REG100978,14-02-2020,2020,Uttar Pradesh,Varanasi (UP-65),4W,MUV,Mahindra,Petrol,BS6,1000,5,4
REG100979,14-07-2019,2019,Rajasthan,Ajmer (RJ-01),HCV,Truck,Eicher,Diesel,BS4,0,1,5
REG100980,14-12-2021,2021,Gujarat,Ahmedabad (GJ-01),4W,Sedan,Honda,Diesel,BS6,1197,6,3
REG100981,23-04-2023,2023,Karnataka,Mangalore (KA-19),2W,Scooter,Yamaha,Petrol,BS6,350,2,1
REG100982,18-01-2023,2023,Madhya Pradesh,Jabalpur (MP-20),2W,Scooter,TVS,Hybrid,BS6,0,2,1
REG100983,20-10-2024,2024,Rajasthan,Kota (RJ-20),3W,Tempo,Bajaj,CNG,BS6,0,7,0
REG100984,17-04-2020,2020,Delhi,Delhi North (DL-04),2W,Scooter,Hero,Petrol,BS4,150,2,4
REG100985,23-03-2021,2021,Kerala,Thiruvananthapuram (KL-01),HCV,Bus,BharatBenz,CNG,BS6,3760,52,3
REG100986,28-09-2021,2021,Uttar Pradesh,Agra (UP-80),2W,Scooter,Yamaha,Hybrid,BS6,160,2,3
REG100987,28-01-2021,2021,Gujarat,Surat (GJ-05),4W,MUV,Hyundai,Petrol,BS6,1498,8,3
REG100988,21-04-2024,2024,Madhya Pradesh,Indore (MP-09),4W,MUV,MG,Petrol,BS6,1462,5,0
REG100989,29-01-2023,2023,Rajasthan,Ajmer (RJ-01),2W,Motorcycle,Suzuki,Petrol,BS6,110,2,1
REG100990,11-08-2023,2023,Rajasthan,Udaipur (RJ-27),2W,Motorcycle,Honda,EV,BS6,0,2,1
REG100991,02-11-2022,2022,Madhya Pradesh,Jabalpur (MP-20),2W,Motorcycle,Bajaj,Petrol,BS6,125,2,2
REG100992,01-12-2021,2021,Madhya Pradesh,Jabalpur (MP-20),4W,Hatchback,MG,EV,BS6,0,7,3
REG100993,26-04-2023,2023,Maharashtra,Mumbai Central (MH-01),2W,Motorcycle,KTM,EV,BS6,0,2,1
REG100994,03-04-2023,2023,Punjab,Patiala (PB-11),OTH,Crane,John Deere,Diesel,BS6,6700,45,1
REG100995,05-04-2019,2019,Madhya Pradesh,Jabalpur (MP-20),2W,Motorcycle,Honda,Petrol,BS4,250,2,5
REG100996,03-10-2019,2019,Kerala,Thiruvananthapuram (KL-01),2W,Moped,Ather,EV,BS4,0,2,5
REG100997,04-03-2022,2022,Delhi,Delhi Central (DL-01),2W,Moped,TVS,Petrol,BS6,100,2,2
REG100998,18-01-2020,2020,Tamil Nadu,Trichy (TN-45),2W,Motorcycle,Honda,EV,BS4,0,2,4
REG100999,01-01-2024,2024,Karnataka,Belgaum (KA-22),2W,Moped,TVS,Petrol,BS6,150,2,0
REG101000,09-09-2022,2022,Gujarat,Ahmedabad (GJ-01),HCV,Trailer,MAN,Diesel,BS6,5660,52,2
REG101001,19-01-2023,2023,Rajasthan,Ajmer (RJ-01),4W,Sedan,Hyundai,EV,BS6,0,6,1
REG101002,15-11-2021,2021,Gujarat,Surat (GJ-05),HCV,Bus,Eicher,Diesel,BS6,6700,1,3
REG101003,13-12-2022,2022,Telangana,Nizamabad (TS-05),2W,Moped,TVS,Petrol,BS6,250,2,2
REG101004,10-07-2023,2023,Kerala,Kochi (KL-07),4W,Hatchback,Kia,EV,BS6,0,6,1
REG101005,09-02-2024,2024,Uttar Pradesh,Kanpur (UP-78),2W,Scooter,Suzuki,Petrol,BS6,160,2,0
REG101006,05-07-2021,2021,Karnataka,Belgaum (KA-22),2W,Moped,Suzuki,Petrol,BS6,200,2,3
REG101007,13-07-2019,2019,Gujarat,Surat (GJ-05),LCV,Mini Truck,Ashok Leyland,Diesel,BS4,2523,9,5
REG101008,25-12-2019,2019,Tamil Nadu,Trichy (TN-45),4W,SUV,Skoda,Diesel,BS4,1498,7,5
REG101009,14-12-2021,2021,Punjab,Chandigarh (CH-01),LCV,Mini Truck,Ashok Leyland,EV,BS6,0,12,3
REG101010,14-03-2020,2020,Punjab,Ludhiana (PB-10),2W,Moped,Ather,CNG,BS6,250,2,4
REG101011,08-11-2023,2023,Punjab,Amritsar (PB-02),2W,Moped,Yamaha,CNG,BS6,250,2,1
REG101012,24-09-2021,2021,Kerala,Thrissur (KL-08),2W,Scooter,KTM,EV,BS6,0,2,3
REG101013,03-05-2023,2023,Gujarat,Ahmedabad (GJ-01),HCV,Tanker,Volvo,Diesel,BS6,3760,2,1
REG101014,06-08-2023,2023,Punjab,Chandigarh (CH-01),2W,Scooter,Ather,EV,BS6,0,2,1
REG101015,04-03-2024,2024,Kerala,Kochi (KL-07),3W,Tempo,Kinetic Green,EV,BS6,0,3,0
REG101016,26-06-2023,2023,Punjab,Ludhiana (PB-10),HCV,Truck,MAN,Diesel,BS6,4998,52,1
REG101017,25-09-2024,2024,Madhya Pradesh,Ujjain (MP-13),2W,Scooter,TVS,CNG,BS6,150,2,0
REG101018,10-09-2024,2024,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,Ather,Petrol,BS6,250,2,0
REG101019,02-03-2023,2023,Tamil Nadu,Madurai (TN-58),HCV,Trailer,MAN,Diesel,BS6,5660,32,1
REG101020,25-11-2020,2020,West Bengal,Durgapur (WB-40),2W,Motorcycle,Ola Electric,Petrol,BS6,400,2,4
REG101021,18-06-2018,2018,Maharashtra,Nashik (MH-15),LCV,Pickup Van,Tata Motors,Diesel,BS4,3298,12,6
REG101022,09-08-2021,2021,Karnataka,Bangalore Central (KA-01),2W,Moped,TVS,Petrol,BS6,350,2,3
REG101023,20-03-2024,2024,Delhi,Delhi Central (DL-01),3W,Auto Rickshaw,Mahindra,CNG,BS6,250,3,0
REG101024,25-02-2022,2022,West Bengal,Siliguri (WB-73),2W,Scooter,Suzuki,Petrol,BS6,350,2,2
REG101025,12-04-2021,2021,Madhya Pradesh,Jabalpur (MP-20),2W,Scooter,Suzuki,Petrol,BS6,110,2,3
REG101026,24-03-2021,2021,Delhi,Delhi West (DL-08),2W,Scooter,Suzuki,Hybrid,BS6,150,2,3
REG101027,07-03-2023,2023,West Bengal,Durgapur (WB-40),2W,Scooter,Ather,EV,BS6,0,2,1
REG101028,05-03-2024,2024,Uttar Pradesh,Allahabad (UP-70),4W,MUV,Tata Motors,Petrol,BS6,1197,7,0
REG101029,02-11-2023,2023,Telangana,Hyderabad (TS-09),4W,Sedan,Maruti Suzuki,EV,BS6,0,8,1
REG101030,19-09-2022,2022,West Bengal,Durgapur (WB-40),2W,Motorcycle,Suzuki,Petrol,BS6,125,2,2
REG101031,31-08-2023,2023,Delhi,Delhi West (DL-08),4W,SUV,Mahindra,EV,BS6,0,6,1
REG101032,21-05-2019,2019,Delhi,Delhi South (DL-09),4W,Sedan,Mahindra,Petrol,BS4,1462,6,5
REG101033,25-12-2021,2021,Uttar Pradesh,Lucknow (UP-32),4W,Hatchback,Maruti Suzuki,Diesel,BS6,1462,6,3
REG101034,18-05-2018,2018,Rajasthan,Udaipur (RJ-27),3W,Tempo,Mahindra,EV,BS4,0,6,6
REG101035,14-06-2018,2018,Rajasthan,Udaipur (RJ-27),2W,Motorcycle,TVS,Petrol,BS4,150,2,6
REG101036,05-07-2020,2020,Gujarat,Rajkot (GJ-03),2W,Moped,Honda,EV,BS6,0,2,4
REG101037,03-07-2024,2024,Gujarat,Ahmedabad (GJ-01),2W,Motorcycle,Ather,Hybrid,BS6,200,2,0
REG101038,16-07-2021,2021,Kerala,Kollam (KL-02),3W,E-Rickshaw,Piaggio,EV,BS6,0,3,3
REG101039,08-02-2023,2023,Tamil Nadu,Trichy (TN-45),2W,Moped,Bajaj,Petrol,BS6,400,2,1
REG101040,07-03-2023,2023,Punjab,Amritsar (PB-02),2W,Scooter,Bajaj,EV,BS6,0,2,1
REG101041,12-08-2023,2023,Uttar Pradesh,Allahabad (UP-70),4W,SUV,Toyota,Diesel,BS6,1000,8,1
REG101042,29-05-2021,2021,Uttar Pradesh,Allahabad (UP-70),HCV,Truck,Ashok Leyland,Diesel,BS6,3760,52,3
REG101043,08-02-2022,2022,Maharashtra,Pune (MH-12),4W,MUV,MG,EV,BS6,0,8,2
REG101044,02-01-2021,2021,Telangana,Karimnagar (TS-01),4W,MUV,Honda,CNG,BS6,1197,6,3
REG101045,13-05-2023,2023,Punjab,Chandigarh (CH-01),LCV,Light Bus,Force Motors,Diesel,BS6,3298,9,1
REG101046,21-01-2022,2022,Gujarat,Vadodara (GJ-06),4W,Sedan,Mahindra,Petrol,BS6,1197,7,2
REG101047,29-11-2022,2022,Tamil Nadu,Madurai (TN-58),LCV,Mini Truck,Mahindra,Diesel,BS6,3298,15,2
REG101048,10-11-2023,2023,Punjab,Amritsar (PB-02),2W,Moped,Ather,Petrol,BS6,160,2,1
REG101049,01-04-2023,2023,Rajasthan,Jaipur (RJ-14),4W,Hatchback,Toyota,Petrol,BS6,1498,5,1
REG101050,20-11-2020,2020,Telangana,Khammam (TS-07),2W,Moped,Suzuki,EV,BS6,0,2,4
REG101051,21-07-2020,2020,Telangana,Warangal (TS-03),4W,Sedan,Toyota,Petrol,BS6,1197,8,4
REG101052,31-03-2020,2020,Delhi,Delhi North (DL-04),2W,Scooter,Honda,EV,BS6,0,2,4
REG101053,01-04-2018,2018,Punjab,Jalandhar (PB-08),HCV,Bus,MAN,Diesel,BS4,6700,52,6
REG101054,21-02-2024,2024,Delhi,Delhi Central (DL-01),2W,Scooter,Bajaj,EV,BS6,0,2,0
REG101055,26-11-2019,2019,Tamil Nadu,Chennai Central (TN-01),4W,MUV,Honda,Petrol,BS4,800,6,5
REG101056,24-02-2023,2023,Delhi,Delhi Central (DL-01),2W,Moped,Ola Electric,Petrol,BS6,400,2,1
REG101057,16-08-2022,2022,Kerala,Kozhikode (KL-11),LCV,Mini Truck,Mahindra,Diesel,BS6,2956,12,2
REG101058,05-03-2021,2021,Rajasthan,Udaipur (RJ-27),2W,Motorcycle,Ather,CNG,BS6,100,2,3
REG101059,13-01-2020,2020,Maharashtra,Mumbai Central (MH-01),4W,Hatchback,Renault,Diesel,BS6,1462,8,4
REG101060,27-02-2021,2021,Uttar Pradesh,Kanpur (UP-78),2W,Scooter,Bajaj,CNG,BS6,350,2,3
REG101061,04-07-2022,2022,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Yamaha,Petrol,BS6,110,2,2
REG101062,06-08-2022,2022,Maharashtra,Aurangabad (MH-20),2W,Scooter,Ather,Petrol,BS6,125,2,2
REG101063,05-12-2021,2021,Madhya Pradesh,Gwalior (MP-07),4W,SUV,Toyota,Petrol,BS6,1598,7,3
REG101064,01-09-2020,2020,Kerala,Thiruvananthapuram (KL-01),4W,Sedan,Tata Motors,Diesel,BS6,1000,5,4
REG101065,04-04-2021,2021,Punjab,Jalandhar (PB-08),HCV,Trailer,Ashok Leyland,Diesel,BS6,6700,32,3
REG101066,12-03-2023,2023,Rajasthan,Udaipur (RJ-27),2W,Moped,Suzuki,EV,BS6,0,2,1
REG101067,12-02-2023,2023,Uttar Pradesh,Varanasi (UP-65),4W,MUV,Renault,Diesel,BS6,1968,6,1
REG101068,10-03-2021,2021,Kerala,Thiruvananthapuram (KL-01),2W,Motorcycle,Bajaj,Petrol,BS6,110,2,3
REG101069,03-08-2020,2020,Maharashtra,Nagpur (MH-31),2W,Motorcycle,Royal Enfield,EV,BS6,0,2,4
REG101070,14-01-2023,2023,Delhi,Delhi East (DL-02),2W,Motorcycle,Honda,CNG,BS6,250,2,1
REG101071,16-03-2024,2024,Rajasthan,Jaipur (RJ-14),4W,Hatchback,MG,CNG,BS6,1598,6,0
REG101072,13-03-2023,2023,Karnataka,Mysore (KA-09),2W,Moped,Suzuki,Petrol,BS6,400,2,1
REG101073,07-01-2023,2023,Kerala,Kozhikode (KL-11),3W,Tempo,TVS,Diesel,BS6,250,3,1
REG101074,06-01-2020,2020,Tamil Nadu,Chennai Central (TN-01),LCV,Mini Truck,Eicher,EV,BS6,0,12,4
REG101075,05-08-2021,2021,Madhya Pradesh,Jabalpur (MP-20),4W,SUV,Skoda,Diesel,BS6,1197,7,3
REG101076,20-07-2022,2022,Karnataka,Belgaum (KA-22),2W,Motorcycle,Bajaj,Petrol,BS6,125,2,2
REG101077,27-07-2021,2021,Kerala,Kollam (KL-02),4W,Hatchback,MG,Diesel,BS6,1968,6,3
REG101078,05-11-2019,2019,Maharashtra,Nagpur (MH-31),4W,Sedan,Kia,Petrol,BS4,1598,5,5
REG101079,08-06-2022,2022,Delhi,Delhi West (DL-08),2W,Motorcycle,Honda,Petrol,BS6,150,2,2
REG101080,17-10-2019,2019,Telangana,Warangal (TS-03),4W,Hatchback,Mahindra,Petrol,BS4,800,8,5
REG101081,14-09-2023,2023,Maharashtra,Mumbai Central (MH-01),2W,Scooter,Hero,Petrol,BS6,150,2,1
REG101082,15-09-2021,2021,Rajasthan,Udaipur (RJ-27),4W,Sedan,Hyundai,Diesel,BS6,1000,6,3
REG101083,16-12-2021,2021,Maharashtra,Aurangabad (MH-20),4W,MUV,Skoda,Petrol,BS6,2179,5,3
REG101084,24-03-2023,2023,Madhya Pradesh,Bhopal (MP-04),HCV,Bus,Ashok Leyland,CNG,BS6,0,52,1
REG101085,16-11-2021,2021,Kerala,Kollam (KL-02),4W,SUV,MG,Petrol,BS6,1968,5,3
REG101086,17-11-2024,2024,Kerala,Thrissur (KL-08),2W,Moped,Ola Electric,Petrol,BS6,350,2,0
REG101087,10-06-2022,2022,Karnataka,Bangalore Central (KA-01),2W,Scooter,Ather,Petrol,BS6,125,2,2
REG101088,30-12-2019,2019,Gujarat,Surat (GJ-05),2W,Moped,Yamaha,Petrol,BS4,350,2,5
REG101089,21-01-2024,2024,Gujarat,Rajkot (GJ-03),OTH,Crane,TAFE,Diesel,BS6,5660,32,0
REG101090,10-06-2021,2021,Uttar Pradesh,Varanasi (UP-65),LCV,Light Bus,Mahindra,Diesel,BS6,3298,9,3
REG101091,30-01-2023,2023,Madhya Pradesh,Jabalpur (MP-20),3W,E-Rickshaw,Kinetic Green,CNG,BS6,225,7,1
REG101092,07-02-2020,2020,Telangana,Hyderabad (TS-09),2W,Motorcycle,Royal Enfield,Petrol,BS6,150,2,4
REG101093,25-02-2023,2023,Uttar Pradesh,Varanasi (UP-65),4W,SUV,MG,Diesel,BS6,1000,6,1
REG101094,12-06-2021,2021,Kerala,Thiruvananthapuram (KL-01),HCV,Tanker,BharatBenz,Diesel,BS6,5660,52,3
REG101095,21-03-2022,2022,West Bengal,Howrah (WB-13),4W,MUV,Hyundai,Petrol,BS6,2179,6,2
REG101096,09-08-2021,2021,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Ola Electric,Hybrid,BS6,350,2,3
REG101097,12-02-2020,2020,Delhi,Delhi Central (DL-01),2W,Motorcycle,Suzuki,Petrol,BS6,125,2,4
REG101098,13-05-2022,2022,Karnataka,Hubli (KA-25),2W,Scooter,KTM,Petrol,BS6,125,2,2
REG101099,28-06-2021,2021,Maharashtra,Mumbai Central (MH-01),LCV,Pickup Van,Ashok Leyland,EV,BS6,0,12,3
REG101100,18-07-2024,2024,West Bengal,Asansol (WB-39),4W,Sedan,Honda,Diesel,BS6,800,6,0
REG101101,16-03-2020,2020,Karnataka,Belgaum (KA-22),4W,SUV,Toyota,Petrol,BS6,2179,7,4
REG101102,20-11-2024,2024,Karnataka,Mangalore (KA-19),2W,Moped,Hero,EV,BS6,0,2,0
REG101103,27-03-2023,2023,Madhya Pradesh,Ujjain (MP-13),2W,Motorcycle,Bajaj,Petrol,BS4,0,2,1
REG101104,09-01-2021,2021,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Ola Electric,Petrol,BS6,160,2,3
REG101105,29-07-2024,2024,Gujarat,Gandhinagar (GJ-18),4W,Hatchback,MG,EV,BS6,0,7,0
REG101106,01-04-2022,2022,Telangana,Karimnagar (TS-01),3W,E-Rickshaw,Bajaj,CNG,BS6,225,7,2
REG101107,20-02-2021,2021,Uttar Pradesh,Varanasi (UP-65),2W,Moped,Suzuki,EV,BS6,0,2,3
REG101108,06-10-2023,2023,Karnataka,Bangalore Central (KA-01),4W,MUV,Hyundai,Diesel,BS6,1000,8,1
REG101109,09-10-2020,2020,Telangana,Khammam (TS-07),4W,SUV,Honda,Petrol,BS6,1968,5,4
REG101110,26-12-2024,2024,Delhi,Delhi North (DL-04),HCV,Trailer,BharatBenz,Diesel,BS6,6700,1,0
REG101111,11-12-2021,2021,Rajasthan,Jodhpur (RJ-19),3W,E-Rickshaw,Kinetic Green,CNG,BS6,225,3,3
REG101112,12-06-2023,2023,Uttar Pradesh,Lucknow (UP-32),2W,Motorcycle,Yamaha,EV,BS6,0,2,1
REG101113,20-07-2020,2020,Tamil Nadu,Trichy (TN-45),OTH,Tractor,Escorts,Diesel,BS6,3760,52,4
REG101114,22-09-2021,2021,Uttar Pradesh,Kanpur (UP-78),HCV,Tanker,MAN,Diesel,BS6,4998,45,3
REG101115,18-11-2023,2023,Delhi,Delhi Central (DL-01),4W,Sedan,Renault,Petrol,BS6,1498,6,1
REG101116,20-03-2023,2023,Rajasthan,Jodhpur (RJ-19),2W,Motorcycle,Suzuki,Petrol,BS6,100,2,1
REG101117,08-03-2018,2018,Punjab,Patiala (PB-11),HCV,Truck,Eicher,Diesel,BS4,6700,32,6
REG101118,13-07-2022,2022,Tamil Nadu,Coimbatore (TN-37),4W,Sedan,Kia,Petrol,BS6,1498,5,2
REG101119,23-08-2024,2024,Gujarat,Ahmedabad (GJ-01),HCV,Truck,MAN,Diesel,BS6,0,1,0
REG101120,17-04-2022,2022,Karnataka,Mysore (KA-09),2W,Motorcycle,Honda,Petrol,BS6,250,2,2
REG101121,17-04-2024,2024,Karnataka,Mangalore (KA-19),4W,MUV,Hyundai,Diesel,BS6,1968,8,0
REG101122,17-10-2024,2024,Rajasthan,Udaipur (RJ-27),4W,Sedan,Kia,Petrol,BS6,800,5,0
REG101123,11-05-2018,2018,Rajasthan,Kota (RJ-20),3W,Tempo,Atul Auto,EV,BS4,0,3,6
REG101124,16-01-2019,2019,Punjab,Chandigarh (CH-01),4W,Sedan,Mahindra,Diesel,BS4,1598,6,5
REG101125,28-06-2022,2022,Delhi,Delhi Central (DL-01),4W,Sedan,Kia,Petrol,BS6,0,7,2
REG101126,23-05-2020,2020,West Bengal,Siliguri (WB-73),2W,Scooter,Bajaj,Petrol,BS4,250,2,4
REG101127,09-08-2024,2024,Karnataka,Belgaum (KA-22),4W,SUV,Tata Motors,Petrol,BS6,2179,8,0
REG101128,30-06-2022,2022,Punjab,Amritsar (PB-02),4W,Hatchback,Skoda,Diesel,BS6,1598,5,2
REG101129,27-11-2021,2021,West Bengal,Howrah (WB-13),LCV,Light Bus,Ashok Leyland,CNG,BS6,3298,12,3
REG101130,21-04-2021,2021,Maharashtra,Mumbai Central (MH-01),2W,Scooter,Suzuki,Petrol,BS6,200,2,3
REG101131,18-06-2023,2023,Rajasthan,Jodhpur (RJ-19),4W,Hatchback,Maruti Suzuki,Diesel,BS6,1462,8,1
REG101132,27-09-2021,2021,Punjab,Amritsar (PB-02),LCV,Light Bus,Tata Motors,Diesel,BS6,2956,9,3
REG101133,11-08-2022,2022,Telangana,Nizamabad (TS-05),4W,Hatchback,Skoda,EV,BS6,0,7,2
REG101134,02-03-2024,2024,Delhi,Delhi East (DL-02),2W,Scooter,KTM,Petrol,BS6,110,2,0
REG101135,26-11-2018,2018,West Bengal,Howrah (WB-13),4W,MUV,Mahindra,CNG,BS4,800,8,6
REG101136,21-06-2024,2024,Gujarat,Surat (GJ-05),LCV,Pickup Van,Tata Motors,Diesel,BS6,2523,9,0
REG101137,24-07-2021,2021,West Bengal,Kolkata (WB-01),4W,MUV,Kia,Petrol,BS6,1000,7,3
REG101138,10-07-2024,2024,West Bengal,Asansol (WB-39),2W,Scooter,KTM,EV,BS6,0,2,0
REG101139,11-08-2024,2024,Karnataka,Bangalore Central (KA-01),2W,Motorcycle,TVS,Petrol,BS6,150,2,0
REG101140,12-05-2024,2024,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Ather,Petrol,BS6,100,2,0
REG101141,19-05-2023,2023,Karnataka,Bangalore Central (KA-01),HCV,Truck,Volvo,Diesel,BS6,4998,2,1
REG101142,23-11-2022,2022,Punjab,Jalandhar (PB-08),2W,Scooter,TVS,Hybrid,BS6,350,2,2
REG101143,14-06-2023,2023,Madhya Pradesh,Bhopal (MP-04),3W,Auto Rickshaw,Atul Auto,Diesel,BS6,0,3,1
REG101144,04-12-2023,2023,Karnataka,Hubli (KA-25),4W,Hatchback,Toyota,CNG,BS6,1462,5,1
REG101145,07-09-2023,2023,Karnataka,Mangalore (KA-19),2W,Motorcycle,Bajaj,EV,BS6,0,2,1
REG101146,16-09-2022,2022,Rajasthan,Jodhpur (RJ-19),4W,SUV,Kia,EV,BS6,0,6,2
REG101147,06-04-2020,2020,Delhi,Delhi West (DL-08),2W,Scooter,Ola Electric,EV,BS6,0,2,4
REG101148,24-02-2019,2019,Gujarat,Rajkot (GJ-03),2W,Scooter,Ola Electric,EV,BS4,0,2,5
REG101149,20-08-2022,2022,Delhi,Delhi Central (DL-01),LCV,Mini Truck,Ashok Leyland,Diesel,BS6,3298,12,2
REG101150,18-09-2021,2021,Karnataka,Belgaum (KA-22),2W,Scooter,Bajaj,Petrol,BS6,200,2,3
REG101151,10-04-2021,2021,Maharashtra,Nashik (MH-15),2W,Motorcycle,Hero,EV,BS6,0,2,3
REG101152,25-02-2022,2022,Delhi,Delhi North (DL-04),2W,Scooter,Ather,EV,BS6,0,2,2
REG101153,16-05-2024,2024,Madhya Pradesh,Indore (MP-09),HCV,Bus,Tata Motors,Diesel,BS6,4998,1,0
REG101154,21-12-2021,2021,Telangana,Hyderabad (TS-09),2W,Moped,Suzuki,Petrol,BS6,160,2,3
REG101155,28-05-2021,2021,West Bengal,Howrah (WB-13),2W,Motorcycle,Yamaha,EV,BS6,0,2,3
REG101156,03-05-2023,2023,Karnataka,Mysore (KA-09),3W,Tempo,Atul Auto,Diesel,BS6,225,6,1
REG101157,30-08-2024,2024,Madhya Pradesh,Bhopal (MP-04),2W,Scooter,KTM,Petrol,BS6,250,2,0
REG101158,01-11-2023,2023,Rajasthan,Jaipur (RJ-14),2W,Scooter,Honda,Petrol,BS6,200,2,1
REG101159,18-10-2018,2018,West Bengal,Asansol (WB-39),2W,Motorcycle,KTM,Petrol,BS4,160,2,6
REG101160,21-06-2021,2021,Delhi,Delhi South (DL-09),3W,Auto Rickshaw,Bajaj,CNG,BS6,0,6,3
REG101161,30-06-2021,2021,Kerala,Kozhikode (KL-11),OTH,Crane,Sonalika,Diesel,BS6,5660,32,3
REG101162,17-03-2023,2023,Telangana,Khammam (TS-07),3W,E-Rickshaw,Kinetic Green,EV,BS6,0,3,1
REG101163,04-07-2023,2023,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Bajaj,EV,BS6,0,2,1
REG101164,05-10-2024,2024,Kerala,Thiruvananthapuram (KL-01),2W,Scooter,Honda,Petrol,BS6,350,2,0
REG101165,22-05-2021,2021,Telangana,Warangal (TS-03),2W,Moped,Yamaha,Petrol,BS6,160,2,3
REG101166,18-10-2022,2022,Delhi,Delhi Central (DL-01),4W,SUV,Skoda,Petrol,BS6,1598,7,2
REG101167,29-05-2023,2023,Karnataka,Bangalore Central (KA-01),3W,Tempo,Piaggio,Diesel,BS6,225,6,1
REG101168,31-10-2018,2018,West Bengal,Durgapur (WB-40),2W,Scooter,Hero,EV,BS4,0,2,6
REG101169,09-05-2023,2023,Maharashtra,Nashik (MH-15),2W,Scooter,Yamaha,EV,BS6,0,2,1
REG101170,11-04-2021,2021,Rajasthan,Kota (RJ-20),4W,Sedan,Hyundai,EV,BS6,0,5,3
REG101171,24-07-2023,2023,Gujarat,Surat (GJ-05),2W,Scooter,Bajaj,CNG,BS6,110,2,1
REG101172,24-10-2023,2023,Gujarat,Vadodara (GJ-06),4W,Sedan,Skoda,Diesel,BS6,1197,6,1
REG101173,18-11-2019,2019,Gujarat,Surat (GJ-05),2W,Motorcycle,Royal Enfield,Petrol,BS4,350,2,5
REG101174,10-06-2022,2022,Telangana,Warangal (TS-03),2W,Scooter,Honda,Petrol,BS6,400,2,2
REG101175,15-01-2024,2024,Madhya Pradesh,Gwalior (MP-07),3W,E-Rickshaw,Mahindra,Diesel,BS6,200,6,0
REG101176,14-11-2022,2022,Karnataka,Mysore (KA-09),4W,SUV,Mahindra,CNG,BS6,0,7,2
REG101177,24-08-2023,2023,Maharashtra,Nashik (MH-15),2W,Moped,Hero,EV,BS6,0,2,1
REG101178,17-10-2022,2022,Karnataka,Bangalore Central (KA-01),2W,Moped,Honda,Petrol,BS6,350,2,2
REG101179,28-01-2022,2022,Kerala,Kozhikode (KL-11),LCV,Mini Truck,Eicher,CNG,BS6,2956,15,2
REG101180,20-03-2024,2024,Tamil Nadu,Trichy (TN-45),4W,MUV,Tata Motors,Petrol,BS6,1498,7,0
REG101181,03-03-2018,2018,Kerala,Thiruvananthapuram (KL-01),4W,Sedan,Hyundai,Petrol,BS4,0,5,6
REG101182,03-06-2021,2021,Delhi,Delhi East (DL-02),2W,Motorcycle,Ather,EV,BS6,0,2,3
REG101183,12-11-2022,2022,West Bengal,Howrah (WB-13),4W,SUV,Skoda,EV,BS6,0,8,2
REG101184,07-10-2022,2022,Tamil Nadu,Chennai Central (TN-01),2W,Moped,Bajaj,Petrol,BS6,150,2,2
REG101185,21-05-2022,2022,West Bengal,Siliguri (WB-73),2W,Moped,Honda,EV,BS6,0,2,2
REG101186,16-10-2021,2021,Uttar Pradesh,Lucknow (UP-32),3W,E-Rickshaw,Piaggio,CNG,BS6,0,3,3
REG101187,13-03-2018,2018,Punjab,Amritsar (PB-02),2W,Moped,Ola Electric,EV,BS4,0,2,6
REG101188,17-04-2024,2024,Kerala,Thrissur (KL-08),2W,Motorcycle,Yamaha,EV,BS6,0,2,0
REG101189,15-10-2020,2020,Kerala,Kollam (KL-02),2W,Motorcycle,TVS,EV,BS6,0,2,4
REG101190,05-09-2019,2019,West Bengal,Howrah (WB-13),2W,Moped,Royal Enfield,Petrol,BS4,250,2,5
REG101191,28-06-2021,2021,West Bengal,Asansol (WB-39),4W,SUV,Tata Motors,EV,BS6,0,5,3
REG101192,14-12-2023,2023,Maharashtra,Mumbai Central (MH-01),LCV,Mini Truck,Mahindra,Diesel,BS6,0,12,1
REG101193,01-02-2024,2024,Delhi,Delhi East (DL-02),2W,Motorcycle,Suzuki,Hybrid,BS6,0,2,0
REG101194,20-11-2023,2023,Gujarat,Ahmedabad (GJ-01),2W,Moped,Honda,EV,BS6,0,2,1
