Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years,CFAR_Category_Adoption_Rate_%,FMI_Fleet_Modernization_Index_%,Is_Transitional_BS4_2020
KL-07-UU-3488,2021-03-27,2021,Kerala,Kochi (KL-07),2W,Motorcycle,Royal Enfield,EV,Not Applicable,0.0,2,3,44.63,96.69,0
DL-01-VU-3505,2022-01-11,2022,Delhi,Delhi Central (DL-01),HCV,Trailer,Ashok Leyland,Diesel,BS6,6700.0,2,2,0.0,68.75,0
KL-11-WU-3522,2022-10-03,2022,Kerala,Kozhikode (KL-11),HCV,Truck,MAN,Diesel,BS6,4998.0,2,2,0.0,84.0,0
TS-01-XU-3539,2024-07-30,2024,Telangana,Karimnagar (TS-01),LCV,Mini Truck,Ashok Leyland,Diesel,BS6,2956.0,2,0,0.0,84.62,0
KL-07-YU-3556,2024-09-13,2024,Kerala,Kochi (KL-07),HCV,Truck,Tata Motors,Diesel,BS6,5661.0,2,0,0.0,84.0,0
MH-12-ZU-3573,2023-01-18,2023,Maharashtra,Pune (MH-12),2W,Motorcycle,Bajaj,EV,Not Applicable,0.0,2,1,50.93,95.37,0
KL-01-AV-3590,2023-02-13,2023,Kerala,Thiruvananthapuram (KL-01),4W,MUV,Honda,Petrol,BS6,1000.0,5,1,24.55,90.0,0
TS-01-BV-3607,2024-10-28,2024,Telangana,Karimnagar (TS-01),2W,Scooter,Ather,EV,Not Applicable,0.0,2,0,40.8,92.8,0
DL-09-CV-3624,2023-05-22,2023,Delhi,Delhi South (DL-09),LCV,Pickup Van,Force Motors,Diesel,BS6,2956.0,2,1,30.77,92.31,0
KA-25-DV-3641,2022-07-28,2022,Karnataka,Hubli (KA-25),HCV,Tanker,BharatBenz,Diesel,BS6,4998.0,2,2,0.0,96.15,0
WB-40-EV-3658,2021-07-21,2021,West Bengal,Durgapur (WB-40),LCV,Light Bus,Eicher,Diesel,BS6,3298.0,15,3,39.13,86.96,0
KL-01-FV-3675,2023-07-10,2023,Kerala,Thiruvananthapuram (KL-01),3W,Tempo,Bajaj,Diesel,BS6,225.0,4,1,84.38,93.75,0
KA-25-GV-3692,2022-09-08,2022,Karnataka,Hubli (KA-25),2W,Scooter,Honda,Petrol,BS6,87.9,2,2,49.39,91.46,0
DL-01-HV-3709,2023-05-01,2023,Delhi,Delhi Central (DL-01),2W,Motorcycle,KTM,EV,Not Applicable,0.0,2,1,39.39,90.3,0
WB-40-IV-3726,2018-10-17,2018,West Bengal,Durgapur (WB-40),2W,Scooter,Yamaha,Petrol,BS4,110.0,2,6,39.16,92.31,0
UP-32-JV-3743,2022-11-30,2022,Uttar Pradesh,Lucknow (UP-32),2W,Scooter,Ather,EV,Not Applicable,0.0,2,2,47.06,91.91,0
RJ-27-KV-3760,2023-03-07,2023,Rajasthan,Udaipur (RJ-27),4W,Hatchback,Hyundai,Diesel,BS6,800.0,5,1,26.0,89.0,0
TS-09-LV-3777,2024-03-28,2024,Telangana,Hyderabad (TS-09),2W,Scooter,Honda,Petrol,BS6,108.8,2,0,40.8,92.8,0
WB-13-MV-3794,2021-05-31,2021,West Bengal,Howrah (WB-13),4W,MUV,Honda,Petrol,BS6,1498.0,7,3,23.66,84.95,0
PB-02-NV-3811,2022-11-11,2022,Punjab,Amritsar (PB-02),4W,Sedan,Tata Motors,Petrol,BS6,1598.0,5,2,28.17,87.32,0
WB-73-OV-3828,2022-01-06,2022,West Bengal,Siliguri (WB-73),2W,Scooter,TVS,Petrol,BS6,200.0,2,2,39.16,92.31,0
UP-78-PV-3845,2023-12-22,2023,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Hero,Petrol,BS6,110.0,2,1,47.06,91.91,0
TS-01-QV-3862,2022-06-29,2022,Telangana,Karimnagar (TS-01),2W,Motorcycle,Ola Electric,EV,Not Applicable,0.0,2,2,40.8,92.8,0
DL-08-RV-3879,2023-10-27,2023,Delhi,Delhi West (DL-08),4W,SUV,Kia,Petrol,BS6,1498.0,5,1,22.58,88.17,0
PB-08-SV-3896,2020-04-20,2020,Punjab,Jalandhar (PB-08),HCV,Bus,Tata Motors,Diesel,BS6,5660.0,32,4,0.0,68.0,0
GJ-18-TV-3913,2023-10-23,2023,Gujarat,Gandhinagar (GJ-18),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,1,41.43,92.86,0
PB-02-UV-3930,2018-04-21,2018,Punjab,Amritsar (PB-02),HCV,Tanker,Ashok Leyland,Diesel,BS4,3760.0,2,6,0.0,68.0,0
TN-37-VV-3947,2024-03-11,2024,Tamil Nadu,Coimbatore (TN-37),2W,Motorcycle,Yamaha,Petrol,BS6,400.0,2,0,44.68,95.74,0
WB-73-WV-3964,2023-10-14,2023,West Bengal,Siliguri (WB-73),4W,SUV,Kia,Diesel,BS6,1968.0,7,1,23.66,84.95,0
UP-65-XV-3981,2019-04-20,2019,Uttar Pradesh,Varanasi (UP-65),2W,Moped,Yamaha,EV,Not Applicable,0.0,2,5,47.06,91.91,0
MP-07-YV-3998,2022-12-17,2022,Madhya Pradesh,Gwalior (MP-07),4W,MUV,Renault,Diesel,BS6,1000.0,7,2,28.28,85.86,0
MP-07-ZV-4015,2023-08-07,2023,Madhya Pradesh,Gwalior (MP-07),2W,Motorcycle,KTM,Petrol,BS6,150.0,2,1,40.43,85.11,0
PB-11-AW-4032,2020-01-06,2020,Punjab,Patiala (PB-11),LCV,Mini Truck,Force Motors,Diesel,BS4,2956.0,2,4,22.22,88.89,1
RJ-01-BW-4049,2019-05-10,2019,Rajasthan,Ajmer (RJ-01),2W,Motorcycle,Royal Enfield,Petrol,BS4,89.6,2,5,48.41,92.86,0
MH-20-CW-4066,2022-12-23,2022,Maharashtra,Aurangabad (MH-20),2W,Motorcycle,Royal Enfield,EV,Not Applicable,0.0,2,2,50.93,95.37,0
GJ-01-DW-4083,2023-03-30,2023,Gujarat,Ahmedabad (GJ-01),OTH,Tractor,Sonalika,Diesel,BS6,6700.0,2,1,0.0,100.0,0
KA-01-EW-4100,2023-02-13,2023,Karnataka,Bangalore Central (KA-01),2W,Moped,TVS,Petrol,BS6,85.7,2,1,49.39,91.46,0
KA-01-FW-4117,2019-05-23,2019,Karnataka,Bangalore Central (KA-01),2W,Moped,Hero,Petrol,BS4,87.8,2,5,49.39,91.46,0
MP-13-GW-4134,2020-07-06,2020,Madhya Pradesh,Ujjain (MP-13),4W,SUV,Toyota,EV,Not Applicable,0.0,5,4,28.28,85.86,0
MP-20-HW-4151,2020-09-14,2020,Madhya Pradesh,Jabalpur (MP-20),2W,Scooter,Hero,Petrol,BS6,105.2,2,4,40.43,85.11,0
KL-11-IW-4168,2022-09-16,2022,Kerala,Kozhikode (KL-11),2W,Scooter,Hero,Petrol,BS6,250.0,2,2,44.63,96.69,0
TN-01-JW-4185,2021-12-23,2021,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Yamaha,Petrol,BS6,105.0,2,3,44.68,95.74,0
PB-08-KW-4202,2019-10-30,2019,Punjab,Jalandhar (PB-08),2W,Motorcycle,TVS,Petrol,BS4,100.0,2,5,41.51,90.57,0
TN-01-LW-4219,2024-06-06,2024,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,KTM,Petrol,BS6,150.0,2,0,44.68,95.74,0
KL-07-MW-4236,2021-06-11,2021,Kerala,Kochi (KL-07),2W,Motorcycle,Royal Enfield,Petrol,BS6,250.0,2,3,44.63,96.69,0
DL-02-NW-4253,2020-05-15,2020,Delhi,Delhi East (DL-02),2W,Motorcycle,TVS,Petrol,BS6,110.0,2,4,39.39,90.3,0
WB-40-OW-4270,2023-03-29,2023,West Bengal,Durgapur (WB-40),4W,SUV,Renault,Diesel,BS6,800.0,7,1,23.66,84.95,0
TN-45-PW-4287,2023-04-17,2023,Tamil Nadu,Trichy (TN-45),4W,MUV,Toyota,EV,Not Applicable,0.0,7,1,26.26,91.92,0
KA-22-QW-4304,2021-09-22,2021,Karnataka,Belgaum (KA-22),4W,SUV,Mahindra,Diesel,BS6,1197.0,7,3,25.89,89.29,0
TN-30-RW-4321,2023-06-15,2023,Tamil Nadu,Salem (TN-30),4W,SUV,Skoda,Diesel,BS6,1000.0,7,1,26.26,91.92,0
MH-12-SW-4338,2024-07-02,2024,Maharashtra,Pune (MH-12),2W,Scooter,Yamaha,EV,Not Applicable,0.0,2,0,50.93,95.37,0
TN-30-TW-4355,2022-12-22,2022,Tamil Nadu,Salem (TN-30),4W,SUV,MG,CNG,BS6,1968.0,5,2,26.26,91.92,0
WB-13-UW-4372,2022-06-03,2022,West Bengal,Howrah (WB-13),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,2,39.16,92.31,0
DL-09-VW-4389,2021-03-25,2021,Delhi,Delhi South (DL-09),2W,Motorcycle,Royal Enfield,EV,Not Applicable,0.0,2,3,39.39,90.3,0
TN-58-WW-4406,2024-03-12,2024,Tamil Nadu,Madurai (TN-58),LCV,Light Bus,Eicher,Diesel,BS6,2956.0,15,0,40.0,92.0,0
RJ-14-XW-4423,2022-08-24,2022,Rajasthan,Jaipur (RJ-14),OTH,Tractor,TAFE,Diesel,BS6,3760.0,2,2,0.0,100.0,0
DL-02-YW-4440,2024-02-16,2024,Delhi,Delhi East (DL-02),2W,Motorcycle,TVS,Petrol,BS6,150.0,2,0,39.39,90.3,0
TN-45-ZW-4457,2020-08-29,2020,Tamil Nadu,Trichy (TN-45),LCV,Pickup Van,Tata Motors,Diesel,BS6,2956.0,2,4,40.0,92.0,0
DL-04-AX-4474,2024-03-06,2024,Delhi,Delhi North (DL-04),4W,MUV,Mahindra,Hybrid,BS6,1598.0,7,0,22.58,88.17,0
UP-80-BX-4491,2021-06-28,2021,Uttar Pradesh,Agra (UP-80),LCV,Light Bus,Force Motors,CNG,BS6,2956.0,15,3,35.0,90.0,0
KL-02-CX-4508,2020-06-23,2020,Kerala,Kollam (KL-02),2W,Scooter,TVS,Petrol,BS6,112.8,2,4,44.63,96.69,0
MH-20-DX-4525,2020-04-06,2020,Maharashtra,Aurangabad (MH-20),4W,SUV,Hyundai,EV,Not Applicable,0.0,7,4,28.89,91.11,0
GJ-03-EX-4542,2020-07-17,2020,Gujarat,Rajkot (GJ-03),2W,Scooter,TVS,Petrol,BS6,96.5,2,4,41.43,92.86,0
MH-31-FX-4559,2021-02-24,2021,Maharashtra,Nagpur (MH-31),HCV,Tanker,Ashok Leyland,Diesel,BS6,6700.0,2,3,0.0,84.62,0
RJ-14-GX-4576,2021-09-17,2021,Rajasthan,Jaipur (RJ-14),4W,MUV,Maruti Suzuki,Petrol,BS6,1968.0,7,3,26.0,89.0,0
MH-15-HX-4593,2018-05-14,2018,Maharashtra,Nashik (MH-15),4W,MUV,Honda,Hybrid,BS4,1000.0,7,6,28.89,91.11,0
TS-05-IX-4610,2019-08-06,2019,Telangana,Nizamabad (TS-05),4W,SUV,Renault,Diesel,BS4,1498.0,7,5,25.47,92.45,0
MP-04-JX-4627,2022-08-20,2022,Madhya Pradesh,Bhopal (MP-04),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,2,40.43,85.11,0
MH-15-KX-4644,2021-12-18,2021,Maharashtra,Nashik (MH-15),2W,Motorcycle,KTM,EV,Not Applicable,0.0,2,3,50.93,95.37,0
GJ-03-LX-4661,2021-07-02,2021,Gujarat,Rajkot (GJ-03),2W,Scooter,Hero,EV,Not Applicable,0.0,2,3,41.43,92.86,0
MH-15-MX-4678,2019-01-19,2019,Maharashtra,Nashik (MH-15),2W,Moped,Hero,EV,Not Applicable,0.0,2,5,50.93,95.37,0
KL-08-NX-4695,2019-11-21,2019,Kerala,Thrissur (KL-08),2W,Scooter,Ather,EV,Not Applicable,0.0,2,5,44.63,96.69,0
UP-80-OX-4712,2024-09-25,2024,Uttar Pradesh,Agra (UP-80),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,0,47.06,91.91,0
WB-01-PX-4729,2022-11-23,2022,West Bengal,Kolkata (WB-01),2W,Scooter,Hero,Petrol,BS6,110.0,2,2,39.16,92.31,0
UP-70-QX-4746,2023-07-25,2023,Uttar Pradesh,Allahabad (UP-70),OTH,Tractor,John Deere,Diesel,BS6,3760.0,2,1,0.0,75.0,0
KL-11-RX-4763,2023-05-15,2023,Kerala,Kozhikode (KL-11),4W,Hatchback,Honda,Petrol,BS6,1498.0,5,1,24.55,90.0,0
KL-01-SX-4780,2024-12-18,2024,Kerala,Thiruvananthapuram (KL-01),2W,Scooter,Bajaj,Petrol,BS6,125.0,2,0,44.63,96.69,0
GJ-18-TX-4797,2021-07-28,2021,Gujarat,Gandhinagar (GJ-18),4W,MUV,Tata Motors,EV,Not Applicable,0.0,5,3,35.37,95.12,0
UP-78-UX-4814,2021-04-26,2021,Uttar Pradesh,Kanpur (UP-78),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,3,47.06,91.91,0
KL-11-VX-4831,2023-10-30,2023,Kerala,Kozhikode (KL-11),2W,Motorcycle,Royal Enfield,Petrol,BS6,106.4,2,1,44.63,96.69,0
MP-13-WX-4848,2018-06-13,2018,Madhya Pradesh,Ujjain (MP-13),2W,Motorcycle,KTM,EV,Not Applicable,0.0,2,6,40.43,85.11,0
WB-13-XX-4865,2022-12-12,2022,West Bengal,Howrah (WB-13),3W,Tempo,Mahindra,CNG,BS6,225.0,4,2,85.0,100.0,0
UP-32-YX-4882,2024-04-16,2024,Uttar Pradesh,Lucknow (UP-32),4W,SUV,MG,CNG,BS6,1498.0,5,0,19.75,88.89,0
GJ-06-ZX-4899,2020-03-26,2020,Gujarat,Vadodara (GJ-06),4W,MUV,MG,Petrol,BS4,1598.0,7,4,35.37,95.12,1
UP-32-AY-4916,2022-07-12,2022,Uttar Pradesh,Lucknow (UP-32),4W,SUV,Renault,Hybrid,BS6,1480.0,7,2,19.75,88.89,0
UP-70-BY-4933,2020-10-19,2020,Uttar Pradesh,Allahabad (UP-70),HCV,Truck,Tata Motors,Diesel,BS6,5660.0,2,4,0.0,85.71,0
TN-30-CY-4950,2024-06-12,2024,Tamil Nadu,Salem (TN-30),4W,SUV,Mahindra,Diesel,BS6,1598.0,5,0,26.26,91.92,0
MP-07-DY-4967,2024-08-26,2024,Madhya Pradesh,Gwalior (MP-07),3W,Tempo,Mahindra,CNG,BS6,250.0,4,0,79.31,89.66,0
TN-37-EY-4984,2023-03-30,2023,Tamil Nadu,Coimbatore (TN-37),2W,Scooter,Ather,EV,Not Applicable,0.0,2,1,44.68,95.74,0
UP-70-FY-5001,2023-04-25,2023,Uttar Pradesh,Allahabad (UP-70),4W,MUV,Honda,Petrol,BS6,1197.0,5,1,19.75,88.89,0
PB-11-GY-5018,2020-11-16,2020,Punjab,Patiala (PB-11),4W,Hatchback,Toyota,CNG,BS6,2179.0,5,4,28.17,87.32,0
RJ-14-HY-5035,2024-08-22,2024,Rajasthan,Jaipur (RJ-14),4W,MUV,Renault,Diesel,BS6,1598.0,7,0,26.0,89.0,0
TN-30-IY-5052,2021-04-16,2021,Tamil Nadu,Salem (TN-30),HCV,Bus,Volvo,Diesel,BS6,5660.0,45,3,0.0,90.0,0
WB-13-JY-5069,2024-11-25,2024,West Bengal,Howrah (WB-13),4W,MUV,Mahindra,Petrol,BS6,1000.0,7,0,23.66,84.95,0
TN-37-KY-5086,2018-07-28,2018,Tamil Nadu,Coimbatore (TN-37),3W,Auto Rickshaw,Bajaj,Petrol,BS4,225.0,4,6,82.14,96.43,0
KA-19-LY-5103,2022-01-13,2022,Karnataka,Mangalore (KA-19),HCV,Truck,MAN,Diesel,BS6,5655.5,2,2,0.0,96.15,0
KL-01-MY-5120,2021-11-19,2021,Kerala,Thiruvananthapuram (KL-01),2W,Scooter,Hero,Petrol,BS6,123.5,2,3,44.63,96.69,0
UP-32-NY-5137,2023-03-28,2023,Uttar Pradesh,Lucknow (UP-32),2W,Scooter,Ola Electric,EV,Not Applicable,0.0,2,1,47.06,91.91,0
UP-80-OY-5154,2021-11-25,2021,Uttar Pradesh,Agra (UP-80),2W,Motorcycle,KTM,Petrol,BS6,110.0,2,3,47.06,91.91,0
WB-73-PY-5171,2023-08-19,2023,West Bengal,Siliguri (WB-73),4W,SUV,Toyota,Petrol,BS6,1498.0,7,1,23.66,84.95,0
CH-01-QY-5188,2018-10-16,2018,Chandigarh,Chandigarh (CH-01),4W,Sedan,Renault,Petrol,BS4,1598.0,5,6,12.5,83.33,0
GJ-05-RY-5205,2022-03-21,2022,Gujarat,Surat (GJ-05),4W,SUV,MG,EV,Not Applicable,0.0,7,2,35.37,95.12,0
PB-02-SY-5222,2024-06-04,2024,Punjab,Amritsar (PB-02),LCV,Pickup Van,Mahindra,Diesel,BS6,2956.0,2,0,22.22,88.89,0
MH-31-TY-5239,2022-06-27,2022,Maharashtra,Nagpur (MH-31),2W,Scooter,Ather,EV,Not Applicable,0.0,2,2,50.93,95.37,0
PB-11-UY-5256,2023-09-04,2023,Punjab,Patiala (PB-11),2W,Scooter,Suzuki,EV,Not Applicable,0.0,2,1,41.51,90.57,0
WB-73-VY-5273,2021-03-18,2021,West Bengal,Siliguri (WB-73),2W,Motorcycle,Yamaha,Petrol,BS6,160.0,2,3,39.16,92.31,0
CH-01-WY-5290,2022-01-07,2022,Chandigarh,Chandigarh (CH-01),4W,SUV,MG,Diesel,BS6,1498.0,7,2,12.5,83.33,0
KL-07-XY-5307,2019-09-17,2019,Kerala,Kochi (KL-07),2W,Motorcycle,Suzuki,EV,Not Applicable,0.0,2,5,44.63,96.69,0
GJ-18-YY-5324,2022-05-06,2022,Gujarat,Gandhinagar (GJ-18),HCV,Truck,Tata Motors,Diesel,BS6,5660.0,2,2,0.0,100.0,0
KL-07-ZY-5341,2018-05-17,2018,Kerala,Kochi (KL-07),2W,Motorcycle,KTM,Petrol,BS4,94.0,2,6,44.63,96.69,0
GJ-01-AZ-5358,2021-04-27,2021,Gujarat,Ahmedabad (GJ-01),4W,Hatchback,Tata Motors,Diesel,BS6,1462.0,5,3,35.37,95.12,0
WB-01-BZ-5375,2019-03-01,2019,West Bengal,Kolkata (WB-01),4W,Hatchback,Toyota,EV,Not Applicable,0.0,5,5,23.66,84.95,0
WB-13-CZ-5392,2022-01-05,2022,West Bengal,Howrah (WB-13),2W,Moped,Bajaj,EV,Not Applicable,0.0,2,2,39.16,92.31,0
UP-32-DZ-5409,2023-08-22,2023,Uttar Pradesh,Lucknow (UP-32),4W,MUV,Mahindra,CNG,BS6,800.0,7,1,19.75,88.89,0
UP-70-EZ-5426,2022-05-26,2022,Uttar Pradesh,Allahabad (UP-70),2W,Scooter,TVS,Petrol,BS6,110.7,2,2,47.06,91.91,0
GJ-18-FZ-5443,2021-02-27,2021,Gujarat,Gandhinagar (GJ-18),2W,Scooter,Ather,EV,Not Applicable,0.0,2,3,41.43,92.86,0
WB-01-GZ-5460,2020-08-10,2020,West Bengal,Kolkata (WB-01),2W,Motorcycle,KTM,EV,Not Applicable,0.0,2,4,39.16,92.31,0
KA-19-HZ-5477,2020-04-28,2020,Karnataka,Mangalore (KA-19),2W,Scooter,Ather,EV,Not Applicable,0.0,2,4,49.39,91.46,0
GJ-18-IZ-5494,2023-04-18,2023,Gujarat,Gandhinagar (GJ-18),2W,Motorcycle,KTM,Petrol,BS6,92.4,2,1,41.43,92.86,0
MP-09-JZ-5511,2024-12-05,2024,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Suzuki,Petrol,BS6,125.0,2,0,40.43,85.11,0
RJ-01-KZ-5528,2023-04-28,2023,Rajasthan,Ajmer (RJ-01),OTH,Road Roller,Escorts,Diesel,BS6,5660.0,2,1,0.0,100.0,0
GJ-06-LZ-5545,2021-08-06,2021,Gujarat,Vadodara (GJ-06),2W,Scooter,Yamaha,Petrol,BS6,150.0,2,3,41.43,92.86,0
UP-65-MZ-5562,2021-08-23,2021,Uttar Pradesh,Varanasi (UP-65),2W,Scooter,Hero,Petrol,BS6,160.0,2,3,47.06,91.91,0
MH-12-NZ-5579,2023-06-14,2023,Maharashtra,Pune (MH-12),2W,Motorcycle,Royal Enfield,Petrol,BS6,97.9,2,1,50.93,95.37,0
UP-80-OZ-5596,2022-02-24,2022,Uttar Pradesh,Agra (UP-80),4W,SUV,Mahindra,CNG,BS6,1000.0,5,2,19.75,88.89,0
TN-58-PZ-5613,2023-12-28,2023,Tamil Nadu,Madurai (TN-58),4W,MUV,Maruti Suzuki,Hybrid,BS6,2179.0,7,1,26.26,91.92,0
GJ-18-QZ-5630,2023-10-03,2023,Gujarat,Gandhinagar (GJ-18),4W,Hatchback,Hyundai,Petrol,BS6,1598.0,5,1,35.37,95.12,0
GJ-01-RZ-5647,2024-07-30,2024,Gujarat,Ahmedabad (GJ-01),3W,Tempo,Bajaj,CNG,BS6,225.0,4,0,89.47,100.0,0
PB-02-SZ-5664,2021-12-06,2021,Punjab,Amritsar (PB-02),4W,SUV,MG,Petrol,BS6,1498.0,5,3,28.17,87.32,0
KL-01-TZ-5681,2024-04-19,2024,Kerala,Thiruvananthapuram (KL-01),2W,Motorcycle,Yamaha,Petrol,BS6,125.0,2,0,44.63,96.69,0
RJ-27-UZ-5698,2023-05-13,2023,Rajasthan,Udaipur (RJ-27),2W,Scooter,Yamaha,Petrol,BS6,160.0,2,1,48.41,92.86,0
CH-01-VZ-5715,2021-01-25,2021,Chandigarh,Chandigarh (CH-01),2W,Moped,Suzuki,Petrol,BS6,87.0,2,3,40.62,90.62,0
MH-20-WZ-5732,2024-10-02,2024,Maharashtra,Aurangabad (MH-20),2W,Moped,Suzuki,Petrol,BS6,92.2,2,0,50.93,95.37,0
GJ-18-XZ-5749,2019-02-27,2019,Gujarat,Gandhinagar (GJ-18),2W,Motorcycle,Honda,EV,Not Applicable,0.0,2,5,41.43,92.86,0
TN-45-YZ-5766,2022-02-07,2022,Tamil Nadu,Trichy (TN-45),LCV,Mini Truck,Eicher,Diesel,BS6,2956.0,2,2,40.0,92.0,0
WB-73-ZZ-5783,2021-11-29,2021,West Bengal,Siliguri (WB-73),LCV,Light Bus,Mahindra,CNG,BS6,3298.0,12,3,39.13,86.96,0
TS-01-AA-5800,2018-01-10,2018,Telangana,Karimnagar (TS-01),LCV,Pickup Van,Eicher,Diesel,BS4,2523.0,2,6,0.0,84.62,0
RJ-27-BA-5817,2023-08-23,2023,Rajasthan,Udaipur (RJ-27),2W,Motorcycle,Ola Electric,EV,Not Applicable,0.0,2,1,48.41,92.86,0
PB-02-CA-5834,2020-04-15,2020,Punjab,Amritsar (PB-02),LCV,Light Bus,Eicher,Diesel,BS6,3298.0,15,4,22.22,88.89,0
KA-01-DA-5851,2021-06-17,2021,Karnataka,Bangalore Central (KA-01),4W,Hatchback,Tata Motors,Diesel,BS6,1598.0,5,3,25.89,89.29,0
MP-09-EA-5868,2020-06-30,2020,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Suzuki,Petrol,BS6,100.0,2,4,40.43,85.11,0
TN-30-FA-5885,2024-04-16,2024,Tamil Nadu,Salem (TN-30),2W,Scooter,Hero,EV,Not Applicable,0.0,2,0,44.68,95.74,0
MH-15-GA-5902,2021-02-17,2021,Maharashtra,Nashik (MH-15),2W,Motorcycle,Bajaj,Petrol,BS6,125.0,2,3,50.93,95.37,0
TS-07-HA-5919,2020-11-05,2020,Telangana,Khammam (TS-07),4W,Hatchback,Tata Motors,Hybrid,BS6,1598.0,5,4,25.47,92.45,0
UP-78-IA-5936,2022-02-28,2022,Uttar Pradesh,Kanpur (UP-78),2W,Scooter,Ather,EV,Not Applicable,0.0,2,2,47.06,91.91,0
MH-01-JA-5953,2021-02-03,2021,Maharashtra,Mumbai Central (MH-01),2W,Scooter,Suzuki,Petrol,BS6,250.0,2,3,50.93,95.37,0
MP-07-KA-5970,2023-08-30,2023,Madhya Pradesh,Gwalior (MP-07),2W,Scooter,Honda,EV,Not Applicable,0.0,2,1,40.43,85.11,0
GJ-06-LA-5987,2018-03-21,2018,Gujarat,Vadodara (GJ-06),2W,Motorcycle,TVS,EV,Not Applicable,0.0,2,6,41.43,92.86,0
KL-08-MA-6004,2024-05-30,2024,Kerala,Thrissur (KL-08),4W,Hatchback,Skoda,Petrol,BS6,1598.0,5,0,24.55,90.0,0
TN-30-NA-6021,2023-04-03,2023,Tamil Nadu,Salem (TN-30),2W,Moped,TVS,Petrol,BS6,94.7,2,1,44.68,95.74,0
KA-09-OA-6038,2023-11-15,2023,Karnataka,Mysore (KA-09),2W,Motorcycle,Royal Enfield,Petrol,BS6,200.0,2,1,49.39,91.46,0
MH-01-PA-6055,2024-01-24,2024,Maharashtra,Mumbai Central (MH-01),2W,Scooter,Hero,Petrol,BS6,105.6,2,0,50.93,95.37,0
UP-70-QA-6072,2018-02-17,2018,Uttar Pradesh,Allahabad (UP-70),4W,Sedan,Tata Motors,Petrol,BS4,1968.0,5,6,19.75,88.89,0
KA-19-RA-6089,2019-11-23,2019,Karnataka,Mangalore (KA-19),3W,E-Rickshaw,Atul Auto,EV,Not Applicable,0.0,4,5,68.42,94.74,0
WB-73-SA-6106,2023-11-11,2023,West Bengal,Siliguri (WB-73),LCV,Pickup Van,Mahindra,Diesel,BS6,2523.0,2,1,39.13,86.96,0
WB-39-TA-6123,2023-04-26,2023,West Bengal,Asansol (WB-39),2W,Scooter,Ather,EV,Not Applicable,0.0,2,1,39.16,92.31,0
KL-01-UA-6140,2020-04-04,2020,Kerala,Thiruvananthapuram (KL-01),4W,SUV,Skoda,Petrol,BS6,1498.0,7,4,24.55,90.0,0
KL-08-VA-6157,2022-03-16,2022,Kerala,Thrissur (KL-08),4W,SUV,Tata Motors,Diesel,BS6,800.0,7,2,24.55,90.0,0
MP-04-WA-6174,2023-03-24,2023,Madhya Pradesh,Bhopal (MP-04),4W,Sedan,Maruti Suzuki,Petrol,BS6,1968.0,5,1,28.28,85.86,0
MH-20-XA-6191,2024-07-26,2024,Maharashtra,Aurangabad (MH-20),3W,E-Rickshaw,Piaggio,EV,Not Applicable,0.0,4,0,87.5,87.5,0
WB-39-YA-6208,2021-09-21,2021,West Bengal,Asansol (WB-39),2W,Scooter,Honda,Petrol,BS6,200.0,2,3,39.16,92.31,0
RJ-19-ZA-6225,2023-06-26,2023,Rajasthan,Jodhpur (RJ-19),2W,Scooter,Ather,EV,Not Applicable,0.0,2,1,48.41,92.86,0
GJ-01-AB-6242,2019-08-23,2019,Gujarat,Ahmedabad (GJ-01),4W,MUV,Maruti Suzuki,Diesel,BS4,1000.0,5,5,35.37,95.12,0
TS-05-BB-6259,2022-09-16,2022,Telangana,Nizamabad (TS-05),2W,Motorcycle,Royal Enfield,EV,Not Applicable,0.0,2,2,40.8,92.8,0
UP-70-CB-6276,2018-07-02,2018,Uttar Pradesh,Allahabad (UP-70),2W,Moped,Bajaj,Petrol,BS4,93.0,2,6,47.06,91.91,0
PB-10-DB-6293,2022-09-29,2022,Punjab,Ludhiana (PB-10),4W,Hatchback,Renault,Diesel,BS6,1197.0,5,2,28.17,87.32,0
TN-01-EB-6310,2024-08-05,2024,Tamil Nadu,Chennai Central (TN-01),4W,Sedan,Tata Motors,Diesel,BS6,1462.0,5,0,26.26,91.92,0
MH-15-FB-6327,2022-06-03,2022,Maharashtra,Nashik (MH-15),2W,Moped,Suzuki,EV,Not Applicable,0.0,2,2,50.93,95.37,0
KA-25-GB-6344,2022-01-31,2022,Karnataka,Hubli (KA-25),4W,SUV,Mahindra,Hybrid,BS6,1968.0,7,2,25.89,89.29,0
TN-30-HB-6361,2023-10-30,2023,Tamil Nadu,Salem (TN-30),4W,Sedan,Honda,Petrol,BS6,1462.0,5,1,26.26,91.92,0
