Registration_Number,Registration_Date,Registration_Year,State,RTO_Office,Vehicle_Category,Vehicle_Sub_Type,Manufacturer_Brand,Fuel_Type,Emission_Norm,Engine_CC,Seating_Capacity,Vehicle_Age_Years,is_clean,is_compliant,CFAR,FMI
REG101014,06-08-2023,2023,Punjab,Chandigarh (CH-01),2W,Scooter,Ather,EV,BS6,0.0,2,1,True,True,33.33333333333333,100.0
REG101015,04-03-2024,2024,Kerala,Kochi (KL-07),3W,Tempo,Kinetic Green,EV,BS6,0.0,3,0,True,True,36.17021276595745,100.0
REG101016,26-06-2023,2023,Punjab,Ludhiana (PB-10),HCV,Truck,MAN,Diesel,BS6,4998.0,2,1,False,True,33.33333333333333,100.0
REG101017,25-09-2024,2024,Madhya Pradesh,Ujjain (MP-13),2W,Scooter,TVS,CNG,BS6,150.0,2,0,True,True,48.837209302325576,100.0
REG101018,10-09-2024,2024,Tamil Nadu,Chennai Central (TN-01),2W,Motorcycle,Ather,Petrol,BS6,250.0,2,0,False,True,38.88888888888889,100.0
REG101019,02-03-2023,2023,Tamil Nadu,Madurai (TN-58),HCV,Trailer,MAN,Diesel,BS6,5660.0,2,1,False,True,41.509433962264154,96.22641509433963
REG101020,25-11-2020,2020,West Bengal,Durgapur (WB-40),2W,Motorcycle,Ola Electric,Petrol,BS6,400.0,2,4,False,True,30.76923076923077,88.46153846153845
REG101021,18-06-2018,2018,Maharashtra,Nashik (MH-15),LCV,Pickup Van,Tata Motors,Diesel,BS4,3298.0,9,6,False,False,44.44444444444444,0.0
REG101022,09-08-2021,2021,Karnataka,Bangalore Central (KA-01),2W,Moped,TVS,Petrol,BS6,350.0,2,3,False,True,32.88590604026846,94.63087248322147
REG101023,20-03-2024,2024,Delhi,Delhi Central (DL-01),3W,Auto Rickshaw,Mahindra,CNG,BS6,250.0,3,0,True,True,41.02564102564102,100.0
REG101024,25-02-2022,2022,West Bengal,Siliguri (WB-73),2W,Scooter,Suzuki,Petrol,BS6,350.0,2,2,False,True,35.714285714285715,98.21428571428571
REG101025,12-04-2021,2021,Madhya Pradesh,Jabalpur (MP-20),2W,Scooter,Suzuki,Petrol,BS6,110.0,2,3,False,True,44.89795918367347,95.91836734693877
REG101026,24-03-2021,2021,Delhi,Delhi West (DL-08),2W,Scooter,Suzuki,Hybrid,BS6,150.0,2,3,True,True,44.11764705882353,94.11764705882352
REG101027,07-03-2023,2023,West Bengal,Durgapur (WB-40),2W,Scooter,Ather,EV,BS6,0.0,2,1,True,True,45.0,97.5
REG101028,05-03-2024,2024,Uttar Pradesh,Allahabad (UP-70),4W,MUV,Tata Motors,Petrol,BS6,1197.0,7,0,False,True,27.77777777777778,100.0
REG101029,02-11-2023,2023,Telangana,Hyderabad (TS-09),4W,Sedan,Maruti Suzuki,EV,BS6,0.0,5,1,True,True,32.25806451612903,98.38709677419355
REG101030,19-09-2022,2022,West Bengal,Durgapur (WB-40),2W,Motorcycle,Suzuki,Petrol,BS6,125.0,2,2,False,True,35.714285714285715,98.21428571428571
REG101031,31-08-2023,2023,Delhi,Delhi West (DL-08),4W,SUV,Mahindra,EV,BS6,0.0,6,1,True,True,36.666666666666664,98.33333333333333
REG101032,21-05-2019,2019,Delhi,Delhi South (DL-09),4W,Sedan,Mahindra,Petrol,BS4,1462.0,5,5,False,False,17.647058823529413,11.76470588235294
REG101033,25-12-2021,2021,Uttar Pradesh,Lucknow (UP-32),4W,Hatchback,Maruti Suzuki,Diesel,BS6,1462.0,5,3,False,True,30.76923076923077,94.87179487179486
REG101034,18-05-2018,2018,Rajasthan,Udaipur (RJ-27),3W,Tempo,Mahindra,EV,BS4,0.0,6,6,True,False,54.54545454545454,0.0
REG101035,14-06-2018,2018,Rajasthan,Udaipur (RJ-27),2W,Motorcycle,TVS,Petrol,BS4,150.0,2,6,False,False,54.54545454545454,0.0
REG101036,05-07-2020,2020,Gujarat,Rajkot (GJ-03),2W,Moped,Honda,EV,BS6,0.0,2,4,True,True,33.33333333333333,81.81818181818183
REG101037,03-07-2024,2024,Gujarat,Ahmedabad (GJ-01),2W,Motorcycle,Ather,Hybrid,BS6,200.0,2,0,True,True,35.294117647058826,100.0
REG101038,16-07-2021,2021,Kerala,Kollam (KL-02),3W,E-Rickshaw,Piaggio,EV,BS6,0.0,3,3,True,True,37.254901960784316,94.11764705882352
REG101039,08-02-2023,2023,Tamil Nadu,Trichy (TN-45),2W,Moped,Bajaj,Petrol,BS6,400.0,2,1,False,True,41.509433962264154,96.22641509433963
REG101040,07-03-2023,2023,Punjab,Amritsar (PB-02),2W,Scooter,Bajaj,EV,BS6,0.0,2,1,True,True,33.33333333333333,100.0
REG101041,12-08-2023,2023,Uttar Pradesh,Allahabad (UP-70),4W,SUV,Toyota,Diesel,BS6,1000.0,8,1,False,True,26.666666666666668,100.0
REG101042,29-05-2021,2021,Uttar Pradesh,Allahabad (UP-70),HCV,Truck,Ashok Leyland,Diesel,BS6,3760.0,2,3,False,True,30.76923076923077,94.87179487179486
REG101043,08-02-2022,2022,Maharashtra,Pune (MH-12),4W,MUV,MG,EV,BS6,0.0,8,2,True,True,41.86046511627907,97.67441860465115
REG101044,02-01-2021,2021,Telangana,Karimnagar (TS-01),4W,MUV,Honda,CNG,BS6,1197.0,6,3,True,True,38.70967741935484,93.54838709677419
REG101045,13-05-2023,2023,Punjab,Chandigarh (CH-01),LCV,Light Bus,Force Motors,Diesel,BS6,3298.0,9,1,False,True,33.33333333333333,100.0
REG101046,21-01-2022,2022,Gujarat,Vadodara (GJ-06),4W,Sedan,Mahindra,Petrol,BS6,1197.0,5,2,False,True,50.0,95.65217391304348
REG101047,29-11-2022,2022,Tamil Nadu,Madurai (TN-58),LCV,Mini Truck,Mahindra,Diesel,BS6,3298.0,9,2,False,True,48.148148148148145,96.29629629629629
REG101048,10-11-2023,2023,Punjab,Amritsar (PB-02),2W,Moped,Ather,Petrol,BS6,160.0,2,1,False,True,33.33333333333333,100.0
REG101049,01-04-2023,2023,Rajasthan,Jaipur (RJ-14),4W,Hatchback,Toyota,Petrol,BS6,1498.0,5,1,False,True,32.83582089552239,100.0
REG101050,20-11-2020,2020,Telangana,Khammam (TS-07),2W,Moped,Suzuki,EV,BS6,0.0,2,4,True,True,45.16129032258064,90.32258064516128
REG101051,21-07-2020,2020,Telangana,Warangal (TS-03),4W,Sedan,Toyota,Petrol,BS6,1197.0,5,4,False,True,45.16129032258064,90.32258064516128
REG101052,31-03-2020,2020,Delhi,Delhi North (DL-04),2W,Scooter,Honda,EV,BS6,0.0,2,4,True,True,38.23529411764706,85.29411764705883
REG101053,01-04-2018,2018,Punjab,Jalandhar (PB-08),HCV,Bus,MAN,Diesel,BS4,6700.0,52,6,False,False,18.181818181818183,0.0
REG101054,21-02-2024,2024,Delhi,Delhi Central (DL-01),2W,Scooter,Bajaj,EV,BS6,0.0,2,0,True,True,41.02564102564102,100.0
REG101055,26-11-2019,2019,Tamil Nadu,Chennai Central (TN-01),4W,MUV,Honda,Petrol,BS4,800.0,6,5,False,False,31.818181818181817,9.090909090909092
REG101056,24-02-2023,2023,Delhi,Delhi Central (DL-01),2W,Moped,Ola Electric,Petrol,BS6,400.0,2,1,False,True,36.666666666666664,98.33333333333333
REG101057,16-08-2022,2022,Kerala,Kozhikode (KL-11),LCV,Mini Truck,Mahindra,Diesel,BS6,2956.0,9,2,False,True,32.608695652173914,100.0
REG101058,05-03-2021,2021,Rajasthan,Udaipur (RJ-27),2W,Motorcycle,Ather,CNG,BS6,100.0,2,3,True,True,42.857142857142854,95.23809523809523
REG101059,13-01-2020,2020,Maharashtra,Mumbai Central (MH-01),4W,Hatchback,Renault,Diesel,BS6,1462.0,5,4,False,True,34.61538461538461,84.61538461538461
REG101060,27-02-2021,2021,Uttar Pradesh,Kanpur (UP-78),2W,Scooter,Bajaj,CNG,BS6,350.0,2,3,True,True,30.76923076923077,94.87179487179486
REG101061,04-07-2022,2022,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Yamaha,Petrol,BS6,110.0,2,2,False,True,48.148148148148145,96.29629629629629
REG101062,06-08-2022,2022,Maharashtra,Aurangabad (MH-20),2W,Scooter,Ather,Petrol,BS6,125.0,2,2,False,True,41.86046511627907,97.67441860465115
REG101063,05-12-2021,2021,Madhya Pradesh,Gwalior (MP-07),4W,SUV,Toyota,Petrol,BS6,1598.0,7,3,False,True,44.89795918367347,95.91836734693877
REG101064,01-09-2020,2020,Kerala,Thiruvananthapuram (KL-01),4W,Sedan,Tata Motors,Diesel,BS6,1000.0,5,4,False,True,37.5,87.5
REG101065,04-04-2021,2021,Punjab,Jalandhar (PB-08),HCV,Trailer,Ashok Leyland,Diesel,BS6,6700.0,2,3,False,True,38.46153846153847,100.0
REG101066,12-03-2023,2023,Rajasthan,Udaipur (RJ-27),2W,Moped,Suzuki,EV,BS6,0.0,2,1,True,True,32.83582089552239,100.0
REG101067,12-02-2023,2023,Uttar Pradesh,Varanasi (UP-65),4W,MUV,Renault,Diesel,BS6,1968.0,6,1,False,True,26.666666666666668,100.0
REG101068,10-03-2021,2021,Kerala,Thiruvananthapuram (KL-01),2W,Motorcycle,Bajaj,Petrol,BS6,110.0,2,3,False,True,37.254901960784316,94.11764705882352
REG101069,03-08-2020,2020,Maharashtra,Nagpur (MH-31),2W,Motorcycle,Royal Enfield,EV,BS6,0.0,2,4,True,True,34.61538461538461,84.61538461538461
REG101070,14-01-2023,2023,Delhi,Delhi East (DL-02),2W,Motorcycle,Honda,CNG,BS6,250.0,2,1,True,True,36.666666666666664,98.33333333333333
REG101071,16-03-2024,2024,Rajasthan,Jaipur (RJ-14),4W,Hatchback,MG,CNG,BS6,1598.0,5,0,True,True,41.02564102564102,100.0
REG101072,13-03-2023,2023,Karnataka,Mysore (KA-09),2W,Moped,Suzuki,Petrol,BS6,400.0,2,1,False,True,37.17948717948718,99.14529914529915
REG101073,07-01-2023,2023,Kerala,Kozhikode (KL-11),3W,Tempo,TVS,Diesel,BS6,250.0,3,1,False,True,30.508474576271187,96.61016949152543
REG101074,06-01-2020,2020,Tamil Nadu,Chennai Central (TN-01),LCV,Mini Truck,Eicher,EV,BS6,0.0,9,4,True,True,34.285714285714285,85.71428571428571
REG101075,05-08-2021,2021,Madhya Pradesh,Jabalpur (MP-20),4W,SUV,Skoda,Diesel,BS6,1197.0,7,3,False,True,44.89795918367347,95.91836734693877
REG101076,20-07-2022,2022,Karnataka,Belgaum (KA-22),2W,Motorcycle,Bajaj,Petrol,BS6,125.0,2,2,False,True,43.333333333333336,96.66666666666667
REG101077,27-07-2021,2021,Kerala,Kollam (KL-02),4W,Hatchback,MG,Diesel,BS6,1968.0,5,3,False,True,37.254901960784316,94.11764705882352
REG101078,05-11-2019,2019,Maharashtra,Nagpur (MH-31),4W,Sedan,Kia,Petrol,BS4,1598.0,5,5,False,False,36.84210526315789,5.263157894736842
REG101079,08-06-2022,2022,Delhi,Delhi West (DL-08),2W,Motorcycle,Honda,Petrol,BS6,150.0,2,2,False,True,28.57142857142857,100.0
REG101080,17-10-2019,2019,Telangana,Warangal (TS-03),4W,Hatchback,Mahindra,Petrol,BS4,800.0,5,5,False,False,26.666666666666668,6.666666666666667
REG101081,14-09-2023,2023,Maharashtra,Mumbai Central (MH-01),2W,Scooter,Hero,Petrol,BS6,150.0,2,1,False,True,32.72727272727273,98.18181818181819
REG101082,15-09-2021,2021,Rajasthan,Udaipur (RJ-27),4W,Sedan,Hyundai,Diesel,BS6,1000.0,5,3,False,True,42.857142857142854,95.23809523809523
REG101083,16-12-2021,2021,Maharashtra,Aurangabad (MH-20),4W,MUV,Skoda,Petrol,BS6,2179.0,5,3,False,True,44.73684210526316,100.0
REG101084,24-03-2023,2023,Madhya Pradesh,Bhopal (MP-04),HCV,Bus,Ashok Leyland,CNG,BS6,4998.0,52,1,True,True,36.36363636363637,96.36363636363636
REG101085,16-11-2021,2021,Kerala,Kollam (KL-02),4W,SUV,MG,Petrol,BS6,1968.0,5,3,False,True,37.254901960784316,94.11764705882352
REG101086,17-11-2024,2024,Kerala,Thrissur (KL-08),2W,Moped,Ola Electric,Petrol,BS6,350.0,2,0,False,True,36.17021276595745,100.0
REG101087,10-06-2022,2022,Karnataka,Bangalore Central (KA-01),2W,Scooter,Ather,Petrol,BS6,125.0,2,2,False,True,43.333333333333336,96.66666666666667
REG101088,30-12-2019,2019,Gujarat,Surat (GJ-05),2W,Moped,Yamaha,Petrol,BS4,350.0,2,5,False,False,55.00000000000001,0.0
REG101089,21-01-2024,2024,Gujarat,Rajkot (GJ-03),OTH,Crane,TAFE,Diesel,BS6,5660.0,1,0,False,True,35.294117647058826,100.0
REG101090,10-06-2021,2021,Uttar Pradesh,Varanasi (UP-65),LCV,Light Bus,Mahindra,Diesel,BS6,3298.0,9,3,False,True,30.76923076923077,94.87179487179486
REG101091,30-01-2023,2023,Madhya Pradesh,Jabalpur (MP-20),3W,E-Rickshaw,Kinetic Green,CNG,BS6,225.0,3,1,True,True,36.36363636363637,96.36363636363636
REG101092,07-02-2020,2020,Telangana,Hyderabad (TS-09),2W,Motorcycle,Royal Enfield,Petrol,BS6,150.0,2,4,False,True,45.16129032258064,90.32258064516128
REG101093,25-02-2023,2023,Uttar Pradesh,Varanasi (UP-65),4W,SUV,MG,Diesel,BS6,1000.0,6,1,False,True,26.666666666666668,100.0
REG101094,12-06-2021,2021,Kerala,Thiruvananthapuram (KL-01),HCV,Tanker,BharatBenz,Diesel,BS6,5660.0,2,3,False,True,37.254901960784316,94.11764705882352
REG101095,21-03-2022,2022,West Bengal,Howrah (WB-13),4W,MUV,Hyundai,Petrol,BS6,2179.0,6,2,False,True,35.714285714285715,98.21428571428571
REG101096,09-08-2021,2021,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Ola Electric,Hybrid,BS6,350.0,2,3,True,True,44.89795918367347,95.91836734693877
REG101097,12-02-2020,2020,Delhi,Delhi Central (DL-01),2W,Motorcycle,Suzuki,Petrol,BS6,125.0,2,4,False,True,38.23529411764706,85.29411764705883
REG101098,13-05-2022,2022,Karnataka,Hubli (KA-25),2W,Scooter,KTM,Petrol,BS6,125.0,2,2,False,True,43.333333333333336,96.66666666666667
REG101099,28-06-2021,2021,Maharashtra,Mumbai Central (MH-01),LCV,Pickup Van,Ashok Leyland,EV,BS6,0.0,9,3,True,True,44.73684210526316,100.0
REG101100,18-07-2024,2024,West Bengal,Asansol (WB-39),4W,Sedan,Honda,Diesel,BS6,800.0,5,0,False,True,27.027027027027028,100.0
REG101101,16-03-2020,2020,Karnataka,Belgaum (KA-22),4W,SUV,Toyota,Petrol,BS6,2179.0,7,4,False,True,37.5,83.33333333333334
REG101102,20-11-2024,2024,Karnataka,Mangalore (KA-19),2W,Moped,Hero,EV,BS6,0.0,2,0,True,True,41.29032258064516,100.0
REG101103,27-03-2023,2023,Madhya Pradesh,Ujjain (MP-13),2W,Motorcycle,Bajaj,Petrol,BS4,150.0,2,1,False,False,36.36363636363637,96.36363636363636
REG101104,09-01-2021,2021,Uttar Pradesh,Kanpur (UP-78),2W,Motorcycle,Ola Electric,Petrol,BS6,160.0,2,3,False,True,30.76923076923077,94.87179487179486
REG101105,29-07-2024,2024,Gujarat,Gandhinagar (GJ-18),4W,Hatchback,MG,EV,BS6,0.0,5,0,True,True,35.294117647058826,100.0
REG101106,01-04-2022,2022,Telangana,Karimnagar (TS-01),3W,E-Rickshaw,Bajaj,CNG,BS6,225.0,3,2,True,True,37.5,97.91666666666666
REG101107,20-02-2021,2021,Uttar Pradesh,Varanasi (UP-65),2W,Moped,Suzuki,EV,BS6,0.0,2,3,True,True,30.76923076923077,94.87179487179486
REG101108,06-10-2023,2023,Karnataka,Bangalore Central (KA-01),4W,MUV,Hyundai,Diesel,BS6,1000.0,8,1,False,True,37.17948717948718,99.14529914529915
REG101109,09-10-2020,2020,Telangana,Khammam (TS-07),4W,SUV,Honda,Petrol,BS6,1968.0,5,4,False,True,45.16129032258064,90.32258064516128
REG101110,26-12-2024,2024,Delhi,Delhi North (DL-04),HCV,Trailer,BharatBenz,Diesel,BS6,6700.0,2,0,False,True,41.02564102564102,100.0
REG101111,11-12-2021,2021,Rajasthan,Jodhpur (RJ-19),3W,E-Rickshaw,Kinetic Green,CNG,BS6,225.0,3,3,True,True,42.857142857142854,95.23809523809523
REG101112,12-06-2023,2023,Uttar Pradesh,Lucknow (UP-32),2W,Motorcycle,Yamaha,EV,BS6,0.0,2,1,True,True,26.666666666666668,100.0
REG101113,20-07-2020,2020,Tamil Nadu,Trichy (TN-45),OTH,Tractor,Escorts,Diesel,BS6,3760.0,1,4,False,True,34.285714285714285,85.71428571428571
REG101114,22-09-2021,2021,Uttar Pradesh,Kanpur (UP-78),HCV,Tanker,MAN,Diesel,BS6,4998.0,2,3,False,True,30.76923076923077,94.87179487179486
REG101115,18-11-2023,2023,Delhi,Delhi Central (DL-01),4W,Sedan,Renault,Petrol,BS6,1498.0,5,1,False,True,36.666666666666664,98.33333333333333
REG101116,20-03-2023,2023,Rajasthan,Jodhpur (RJ-19),2W,Motorcycle,Suzuki,Petrol,BS6,100.0,2,1,False,True,32.83582089552239,100.0
REG101117,08-03-2018,2018,Punjab,Patiala (PB-11),HCV,Truck,Eicher,Diesel,BS4,6700.0,2,6,False,False,18.181818181818183,0.0
REG101118,13-07-2022,2022,Tamil Nadu,Coimbatore (TN-37),4W,Sedan,Kia,Petrol,BS6,1498.0,5,2,False,True,48.148148148148145,96.29629629629629
REG101119,23-08-2024,2024,Gujarat,Ahmedabad (GJ-01),HCV,Truck,MAN,Diesel,BS6,5660.0,2,0,False,True,35.294117647058826,100.0
REG101120,17-04-2022,2022,Karnataka,Mysore (KA-09),2W,Motorcycle,Honda,Petrol,BS6,250.0,2,2,False,True,43.333333333333336,96.66666666666667
REG101121,17-04-2024,2024,Karnataka,Mangalore (KA-19),4W,MUV,Hyundai,Diesel,BS6,1968.0,8,0,False,True,41.29032258064516,100.0
REG101122,17-10-2024,2024,Rajasthan,Udaipur (RJ-27),4W,Sedan,Kia,Petrol,BS6,800.0,5,0,False,True,41.02564102564102,100.0
REG101123,11-05-2018,2018,Rajasthan,Kota (RJ-20),3W,Tempo,Atul Auto,EV,BS4,0.0,3,6,True,False,54.54545454545454,0.0
REG101124,16-01-2019,2019,Punjab,Chandigarh (CH-01),4W,Sedan,Mahindra,Diesel,BS4,1598.0,5,5,False,False,52.63157894736842,15.789473684210526
REG101125,28-06-2022,2022,Delhi,Delhi Central (DL-01),4W,Sedan,Kia,Petrol,BS6,1462.0,5,2,False,True,28.57142857142857,100.0
REG101126,23-05-2020,2020,West Bengal,Siliguri (WB-73),2W,Scooter,Bajaj,Petrol,BS4,250.0,2,4,False,False,30.76923076923077,88.46153846153845
REG101127,09-08-2024,2024,Karnataka,Belgaum (KA-22),4W,SUV,Tata Motors,Petrol,BS6,2179.0,8,0,False,True,41.29032258064516,100.0
REG101128,30-06-2022,2022,Punjab,Amritsar (PB-02),4W,Hatchback,Skoda,Diesel,BS6,1598.0,5,2,False,True,39.21568627450981,98.0392156862745
REG101129,27-11-2021,2021,West Bengal,Howrah (WB-13),LCV,Light Bus,Ashok Leyland,CNG,BS6,3298.0,12,3,True,True,39.130434782608695,95.65217391304348
REG101130,21-04-2021,2021,Maharashtra,Mumbai Central (MH-01),2W,Scooter,Suzuki,Petrol,BS6,200.0,2,3,False,True,44.73684210526316,100.0
REG101131,18-06-2023,2023,Rajasthan,Jodhpur (RJ-19),4W,Hatchback,Maruti Suzuki,Diesel,BS6,1462.0,5,1,False,True,32.83582089552239,100.0
REG101132,27-09-2021,2021,Punjab,Amritsar (PB-02),LCV,Light Bus,Tata Motors,Diesel,BS6,2956.0,9,3,False,True,38.46153846153847,100.0
REG101133,11-08-2022,2022,Telangana,Nizamabad (TS-05),4W,Hatchback,Skoda,EV,BS6,0.0,5,2,True,True,37.5,97.91666666666666
REG101134,02-03-2024,2024,Delhi,Delhi East (DL-02),2W,Scooter,KTM,Petrol,BS6,110.0,2,0,False,True,41.02564102564102,100.0
REG101135,26-11-2018,2018,West Bengal,Howrah (WB-13),4W,MUV,Mahindra,CNG,BS4,800.0,8,6,True,False,50.0,0.0
REG101136,21-06-2024,2024,Gujarat,Surat (GJ-05),LCV,Pickup Van,Tata Motors,Diesel,BS6,2523.0,9,0,False,True,35.294117647058826,100.0
REG101137,24-07-2021,2021,West Bengal,Kolkata (WB-01),4W,MUV,Kia,Petrol,BS6,1000.0,7,3,False,True,39.130434782608695,95.65217391304348
REG101138,10-07-2024,2024,West Bengal,Asansol (WB-39),2W,Scooter,KTM,EV,BS6,0.0,2,0,True,True,27.027027027027028,100.0
REG101139,11-08-2024,2024,Karnataka,Bangalore Central (KA-01),2W,Motorcycle,TVS,Petrol,BS6,150.0,2,0,False,True,41.29032258064516,100.0
REG101140,12-05-2024,2024,Tamil Nadu,Chennai Central (TN-01),2W,Scooter,Ather,Petrol,BS6,100.0,2,0,False,True,38.88888888888889,100.0
REG101141,19-05-2023,2023,Karnataka,Bangalore Central (KA-01),HCV,Truck,Volvo,Diesel,BS6,4998.0,2,1,False,True,37.17948717948718,99.14529914529915
REG101142,23-11-2022,2022,Punjab,Jalandhar (PB-08),2W,Scooter,TVS,Hybrid,BS6,350.0,2,2,True,True,39.21568627450981,98.0392156862745
REG101143,14-06-2023,2023,Madhya Pradesh,Bhopal (MP-04),3W,Auto Rickshaw,Atul Auto,Diesel,BS6,225.0,3,1,False,True,36.36363636363637,96.36363636363636
REG101144,04-12-2023,2023,Karnataka,Hubli (KA-25),4W,Hatchback,Toyota,CNG,BS6,1462.0,5,1,True,True,37.17948717948718,99.14529914529915
REG101145,07-09-2023,2023,Karnataka,Mangalore (KA-19),2W,Motorcycle,Bajaj,EV,BS6,0.0,2,1,True,True,37.17948717948718,99.14529914529915
REG101146,16-09-2022,2022,Rajasthan,Jodhpur (RJ-19),4W,SUV,Kia,EV,BS6,0.0,6,2,True,True,30.0,100.0
REG101147,06-04-2020,2020,Delhi,Delhi West (DL-08),2W,Scooter,Ola Electric,EV,BS6,0.0,2,4,True,True,38.23529411764706,85.29411764705883
REG101148,24-02-2019,2019,Gujarat,Rajkot (GJ-03),2W,Scooter,Ola Electric,EV,BS4,0.0,2,5,True,False,55.00000000000001,0.0
REG101149,20-08-2022,2022,Delhi,Delhi Central (DL-01),LCV,Mini Truck,Ashok Leyland,Diesel,BS6,3298.0,9,2,False,True,28.57142857142857,100.0
REG101150,18-09-2021,2021,Karnataka,Belgaum (KA-22),2W,Scooter,Bajaj,Petrol,BS6,200.0,2,3,False,True,32.88590604026846,94.63087248322147
REG101151,10-04-2021,2021,Maharashtra,Nashik (MH-15),2W,Motorcycle,Hero,EV,BS6,0.0,2,3,True,True,44.73684210526316,100.0
REG101152,25-02-2022,2022,Delhi,Delhi North (DL-04),2W,Scooter,Ather,EV,BS6,0.0,2,2,True,True,28.57142857142857,100.0
REG101153,16-05-2024,2024,Madhya Pradesh,Indore (MP-09),HCV,Bus,Tata Motors,Diesel,BS6,4998.0,32,0,False,True,48.837209302325576,100.0
REG101154,21-12-2021,2021,Telangana,Hyderabad (TS-09),2W,Moped,Suzuki,Petrol,BS6,160.0,2,3,False,True,38.70967741935484,93.54838709677419
REG101155,28-05-2021,2021,West Bengal,Howrah (WB-13),2W,Motorcycle,Yamaha,EV,BS6,0.0,2,3,True,True,39.130434782608695,95.65217391304348
REG101156,03-05-2023,2023,Karnataka,Mysore (KA-09),3W,Tempo,Atul Auto,Diesel,BS6,225.0,6,1,False,True,37.17948717948718,99.14529914529915
REG101157,30-08-2024,2024,Madhya Pradesh,Bhopal (MP-04),2W,Scooter,KTM,Petrol,BS6,250.0,2,0,False,True,48.837209302325576,100.0
REG101158,01-11-2023,2023,Rajasthan,Jaipur (RJ-14),2W,Scooter,Honda,Petrol,BS6,200.0,2,1,False,True,32.83582089552239,100.0
REG101159,18-10-2018,2018,West Bengal,Asansol (WB-39),2W,Motorcycle,KTM,Petrol,BS4,160.0,2,6,False,False,50.0,0.0
REG101160,21-06-2021,2021,Delhi,Delhi South (DL-09),3W,Auto Rickshaw,Bajaj,CNG,BS6,225.0,6,3,True,True,44.11764705882353,94.11764705882352
REG101161,30-06-2021,2021,Kerala,Kozhikode (KL-11),OTH,Crane,Sonalika,Diesel,BS6,5660.0,1,3,False,True,37.254901960784316,94.11764705882352
REG101162,17-03-2023,2023,Telangana,Khammam (TS-07),3W,E-Rickshaw,Kinetic Green,EV,BS6,0.0,3,1,True,True,32.25806451612903,98.38709677419355
REG101163,04-07-2023,2023,Madhya Pradesh,Indore (MP-09),2W,Motorcycle,Bajaj,EV,BS6,0.0,2,1,True,True,36.36363636363637,96.36363636363636
REG101164,05-10-2024,2024,Kerala,Thiruvananthapuram (KL-01),2W,Scooter,Honda,Petrol,BS6,350.0,2,0,False,True,36.17021276595745,100.0
REG101165,22-05-2021,2021,Telangana,Warangal (TS-03),2W,Moped,Yamaha,Petrol,BS6,160.0,2,3,False,True,38.70967741935484,93.54838709677419
REG101166,18-10-2022,2022,Delhi,Delhi Central (DL-01),4W,SUV,Skoda,Petrol,BS6,1598.0,7,2,False,True,28.57142857142857,100.0
REG101167,29-05-2023,2023,Karnataka,Bangalore Central (KA-01),3W,Tempo,Piaggio,Diesel,BS6,225.0,6,1,False,True,37.17948717948718,99.14529914529915
REG101168,31-10-2018,2018,West Bengal,Durgapur (WB-40),2W,Scooter,Hero,EV,BS4,0.0,2,6,True,False,50.0,0.0
REG101169,09-05-2023,2023,Maharashtra,Nashik (MH-15),2W,Scooter,Yamaha,EV,BS6,0.0,2,1,True,True,32.72727272727273,98.18181818181819
REG101170,11-04-2021,2021,Rajasthan,Kota (RJ-20),4W,Sedan,Hyundai,EV,BS6,0.0,5,3,True,True,42.857142857142854,95.23809523809523
REG101171,24-07-2023,2023,Gujarat,Surat (GJ-05),2W,Scooter,Bajaj,CNG,BS6,110.0,2,1,True,True,36.84210526315789,100.0
REG101172,24-10-2023,2023,Gujarat,Vadodara (GJ-06),4W,Sedan,Skoda,Diesel,BS6,1197.0,5,1,False,True,36.84210526315789,100.0
REG101173,18-11-2019,2019,Gujarat,Surat (GJ-05),2W,Motorcycle,Royal Enfield,Petrol,BS4,350.0,2,5,False,False,55.00000000000001,0.0
REG101174,10-06-2022,2022,Telangana,Warangal (TS-03),2W,Scooter,Honda,Petrol,BS6,400.0,2,2,False,True,37.5,97.91666666666666
REG101175,15-01-2024,2024,Madhya Pradesh,Gwalior (MP-07),3W,E-Rickshaw,Mahindra,Diesel,BS6,200.0,3,0,False,True,48.837209302325576,100.0
REG101176,14-11-2022,2022,Karnataka,Mysore (KA-09),4W,SUV,Mahindra,CNG,BS6,1462.0,7,2,True,True,43.333333333333336,96.66666666666667
REG101177,24-08-2023,2023,Maharashtra,Nashik (MH-15),2W,Moped,Hero,EV,BS6,0.0,2,1,True,True,32.72727272727273,98.18181818181819
REG101178,17-10-2022,2022,Karnataka,Bangalore Central (KA-01),2W,Moped,Honda,Petrol,BS6,350.0,2,2,False,True,43.333333333333336,96.66666666666667
REG101179,28-01-2022,2022,Kerala,Kozhikode (KL-11),LCV,Mini Truck,Eicher,CNG,BS6,2956.0,9,2,True,True,32.608695652173914,100.0
REG101180,20-03-2024,2024,Tamil Nadu,Trichy (TN-45),4W,MUV,Tata Motors,Petrol,BS6,1498.0,7,0,False,True,38.88888888888889,100.0
REG101181,03-03-2018,2018,Kerala,Thiruvananthapuram (KL-01),4W,Sedan,Hyundai,Petrol,BS4,1462.0,5,6,False,False,36.36363636363637,0.0
REG101182,03-06-2021,2021,Delhi,Delhi East (DL-02),2W,Motorcycle,Ather,EV,BS6,0.0,2,3,True,True,44.11764705882353,94.11764705882352
